emotion,image_path,label,model_name,response_time,prediction_continuos,predicted_emotion
neutral,all_test\neutral\test_test_2391_aligned.jpg,neutral,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.22%
disgust: 0.00%
fear: 0.00%
happy: 0.01%
sad: 5.15%
surprise: 0.00%
neutral: 94.63%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2392_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 13.07%
disgust: 0.20%
fear: 10.81%
happy: 0.01%
sad: 62.14%
surprise: 0.01%
neutral: 13.76%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2393_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 0.00%
surprise: 0.00%
neutral: 99.99%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2394_aligned.jpg,neutral,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 91.14%
disgust: 0.01%
fear: 0.91%
happy: 0.73%
sad: 0.95%
surprise: 0.00%
neutral: 6.25%

Dominant emotion: angry",angry
neutral,all_test\neutral\test_test_2395_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 1.25%
disgust: 0.00%
fear: 0.04%
happy: 0.08%
sad: 2.66%
surprise: 0.00%
neutral: 95.97%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2396_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 1.74%
sad: 0.78%
surprise: 0.00%
neutral: 97.48%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2397_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 9.15%
disgust: 0.00%
fear: 0.03%
happy: 0.01%
sad: 79.33%
surprise: 0.00%
neutral: 11.49%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2398_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.09%
disgust: 0.00%
fear: 2.32%
happy: 0.29%
sad: 1.60%
surprise: 0.06%
neutral: 95.64%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2399_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.30%
disgust: 0.00%
fear: 0.72%
happy: 0.11%
sad: 18.13%
surprise: 0.00%
neutral: 80.74%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2400_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.11%
disgust: 0.00%
fear: 0.00%
happy: 99.07%
sad: 0.01%
surprise: 0.00%
neutral: 0.82%

Dominant emotion: happy",happy
neutral,all_test\neutral\test_test_2401_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 24.74%
disgust: 0.00%
fear: 11.72%
happy: 0.11%
sad: 58.36%
surprise: 0.00%
neutral: 5.07%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2402_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 3.15%
disgust: 1.52%
fear: 2.16%
happy: 28.76%
sad: 47.48%
surprise: 0.02%
neutral: 16.91%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2403_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 96.57%
disgust: 0.00%
fear: 0.00%
happy: 0.01%
sad: 0.00%
surprise: 0.00%
neutral: 3.42%

Dominant emotion: angry",angry
neutral,all_test\neutral\test_test_2404_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 0.05%
sad: 0.20%
surprise: 0.00%
neutral: 99.75%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2405_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 8.87%
disgust: 0.00%
fear: 16.17%
happy: 0.00%
sad: 74.64%
surprise: 0.00%
neutral: 0.32%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2406_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.92%
disgust: 0.00%
fear: 1.46%
happy: 76.43%
sad: 0.63%
surprise: 0.02%
neutral: 20.54%

Dominant emotion: happy",happy
neutral,all_test\neutral\test_test_2407_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 1.16%
disgust: 0.00%
fear: 0.18%
happy: 1.86%
sad: 0.28%
surprise: 0.00%
neutral: 96.51%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2408_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.24%
disgust: 0.00%
fear: 1.06%
happy: 0.21%
sad: 0.82%
surprise: 0.01%
neutral: 97.66%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2409_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 2.33%
disgust: 0.12%
fear: 3.10%
happy: 12.13%
sad: 9.44%
surprise: 0.03%
neutral: 72.85%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2410_aligned.jpg,neutral,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 0.03%
disgust: 0.00%
fear: 0.09%
happy: 99.67%
sad: 0.14%
surprise: 0.00%
neutral: 0.07%

Dominant emotion: happy",happy
neutral,all_test\neutral\test_test_2411_aligned.jpg,neutral,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 3.85%
disgust: 0.97%
fear: 4.41%
happy: 0.89%
sad: 69.71%
surprise: 0.05%
neutral: 20.12%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2412_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 90.42%
surprise: 0.00%
neutral: 9.57%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2413_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 0.40%
surprise: 0.00%
neutral: 99.60%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2414_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.17%
disgust: 7.37%
fear: 80.75%
happy: 7.08%
sad: 0.16%
surprise: 0.04%
neutral: 4.43%

Dominant emotion: fear",fear
neutral,all_test\neutral\test_test_2415_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.19%
disgust: 0.00%
fear: 9.65%
happy: 0.00%
sad: 45.12%
surprise: 0.00%
neutral: 45.03%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2416_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 3.93%
disgust: 2.43%
fear: 14.39%
happy: 77.61%
sad: 0.27%
surprise: 0.01%
neutral: 1.37%

Dominant emotion: happy",happy
neutral,all_test\neutral\test_test_2417_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.08%
disgust: 0.00%
fear: 0.04%
happy: 0.00%
sad: 1.01%
surprise: 0.00%
neutral: 98.87%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2418_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 0.66%
sad: 0.00%
surprise: 0.00%
neutral: 99.34%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2419_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.19%
disgust: 0.00%
fear: 0.09%
happy: 0.88%
sad: 3.77%
surprise: 0.00%
neutral: 95.07%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2420_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 2.43%
disgust: 0.00%
fear: 0.40%
happy: 27.45%
sad: 0.64%
surprise: 0.02%
neutral: 69.05%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2421_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 2.25%
disgust: 0.00%
fear: 0.01%
happy: 1.41%
sad: 2.53%
surprise: 0.00%
neutral: 93.81%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2422_aligned.jpg,neutral,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 78.29%
disgust: 0.00%
fear: 0.10%
happy: 7.52%
sad: 13.06%
surprise: 0.00%
neutral: 1.03%

Dominant emotion: angry",angry
neutral,all_test\neutral\test_test_2423_aligned.jpg,neutral,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.21%
disgust: 0.00%
fear: 0.03%
happy: 0.02%
sad: 0.58%
surprise: 0.00%
neutral: 99.16%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2424_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.81%
disgust: 0.00%
fear: 1.01%
happy: 3.21%
sad: 10.14%
surprise: 0.14%
neutral: 84.69%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2425_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 18.30%
disgust: 0.00%
fear: 0.01%
happy: 0.00%
sad: 25.78%
surprise: 0.00%
neutral: 55.91%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2426_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.01%
happy: 0.00%
sad: 99.99%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2427_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.08%
disgust: 0.00%
fear: 91.75%
happy: 0.00%
sad: 8.00%
surprise: 0.00%
neutral: 0.18%

Dominant emotion: fear",fear
neutral,all_test\neutral\test_test_2428_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 85.53%
disgust: 0.01%
fear: 2.46%
happy: 0.00%
sad: 11.62%
surprise: 0.01%
neutral: 0.36%

Dominant emotion: angry",angry
neutral,all_test\neutral\test_test_2429_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 7.99%
disgust: 0.00%
fear: 3.08%
happy: 0.00%
sad: 12.39%
surprise: 0.00%
neutral: 76.54%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2430_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.07%
disgust: 0.00%
fear: 0.01%
happy: 0.09%
sad: 0.53%
surprise: 0.00%
neutral: 99.31%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2431_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 99.49%
disgust: 0.00%
fear: 0.00%
happy: 0.02%
sad: 0.00%
surprise: 0.00%
neutral: 0.49%

Dominant emotion: angry",angry
neutral,all_test\neutral\test_test_2432_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 31.97%
disgust: 0.02%
fear: 12.01%
happy: 0.08%
sad: 50.67%
surprise: 0.04%
neutral: 5.21%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2433_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 8.45%
disgust: 0.00%
fear: 0.03%
happy: 0.00%
sad: 3.71%
surprise: 0.00%
neutral: 87.81%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2434_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 0.01%
surprise: 0.00%
neutral: 99.99%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2435_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 72.17%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 2.99%
surprise: 0.00%
neutral: 24.84%

Dominant emotion: angry",angry
neutral,all_test\neutral\test_test_2436_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.18%
disgust: 0.00%
fear: 0.70%
happy: 0.10%
sad: 37.22%
surprise: 0.00%
neutral: 61.80%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2437_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.24%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 19.59%
surprise: 0.00%
neutral: 80.16%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2438_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.39%
disgust: 0.00%
fear: 0.45%
happy: 49.15%
sad: 10.50%
surprise: 0.28%
neutral: 39.23%

Dominant emotion: happy",happy
neutral,all_test\neutral\test_test_2439_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 1.15%
disgust: 0.01%
fear: 0.86%
happy: 0.29%
sad: 7.09%
surprise: 0.01%
neutral: 90.58%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2440_aligned.jpg,neutral,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 1.71%
disgust: 0.00%
fear: 49.49%
happy: 0.09%
sad: 27.16%
surprise: 0.01%
neutral: 21.55%

Dominant emotion: fear",fear
neutral,all_test\neutral\test_test_2441_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.19%
disgust: 0.01%
fear: 98.53%
happy: 0.00%
sad: 1.13%
surprise: 0.00%
neutral: 0.13%

Dominant emotion: fear",fear
neutral,all_test\neutral\test_test_2442_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 1.21%
disgust: 0.00%
fear: 5.06%
happy: 3.40%
sad: 13.02%
surprise: 0.02%
neutral: 77.28%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2443_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.33%
disgust: 0.00%
fear: 0.03%
happy: 0.01%
sad: 0.91%
surprise: 0.00%
neutral: 98.72%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2444_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.16%
disgust: 0.00%
fear: 0.03%
happy: 0.01%
sad: 2.73%
surprise: 0.00%
neutral: 97.08%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2445_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.01%
disgust: 0.00%
fear: 11.74%
happy: 0.00%
sad: 59.04%
surprise: 0.01%
neutral: 29.19%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2446_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 6.13%
disgust: 0.00%
fear: 11.54%
happy: 0.01%
sad: 20.43%
surprise: 0.00%
neutral: 61.89%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2447_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.37%
happy: 0.00%
sad: 97.79%
surprise: 0.00%
neutral: 1.84%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2448_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 24.86%
disgust: 0.00%
fear: 0.01%
happy: 21.85%
sad: 1.15%
surprise: 0.00%
neutral: 52.13%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2449_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.12%
disgust: 0.00%
fear: 0.21%
happy: 0.00%
sad: 1.60%
surprise: 0.00%
neutral: 98.08%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2450_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.11%
disgust: 0.07%
fear: 92.23%
happy: 0.00%
sad: 7.54%
surprise: 0.00%
neutral: 0.05%

Dominant emotion: fear",fear
neutral,all_test\neutral\test_test_2451_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.28%
happy: 2.11%
sad: 0.39%
surprise: 0.00%
neutral: 97.22%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2452_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.56%
disgust: 0.00%
fear: 89.14%
happy: 0.02%
sad: 5.83%
surprise: 0.00%
neutral: 4.45%

Dominant emotion: fear",fear
neutral,all_test\neutral\test_test_2453_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.01%
disgust: 0.00%
fear: 0.43%
happy: 1.74%
sad: 19.39%
surprise: 0.00%
neutral: 78.43%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2454_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.02%
disgust: 0.00%
fear: 27.97%
happy: 0.05%
sad: 2.92%
surprise: 0.00%
neutral: 69.05%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2455_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 6.72%
disgust: 0.00%
fear: 3.34%
happy: 1.75%
sad: 7.81%
surprise: 0.09%
neutral: 80.28%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2456_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.33%
disgust: 0.00%
fear: 0.07%
happy: 0.06%
sad: 0.95%
surprise: 0.38%
neutral: 98.21%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2457_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 13.75%
disgust: 0.00%
fear: 0.18%
happy: 0.06%
sad: 9.23%
surprise: 0.00%
neutral: 76.77%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2458_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 18.30%
disgust: 0.00%
fear: 0.14%
happy: 0.23%
sad: 14.40%
surprise: 0.01%
neutral: 66.91%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2459_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 1.36%
disgust: 0.00%
fear: 1.00%
happy: 93.39%
sad: 4.25%
surprise: 0.00%
neutral: 0.00%

Dominant emotion: happy",happy
neutral,all_test\neutral\test_test_2460_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 1.54%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 1.18%
surprise: 0.00%
neutral: 97.28%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2461_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.51%
disgust: 0.00%
fear: 1.07%
happy: 0.25%
sad: 3.11%
surprise: 0.01%
neutral: 95.04%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2462_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 9.32%
disgust: 0.00%
fear: 0.10%
happy: 88.58%
sad: 1.97%
surprise: 0.00%
neutral: 0.03%

Dominant emotion: happy",happy
neutral,all_test\neutral\test_test_2463_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.05%
disgust: 0.00%
fear: 1.63%
happy: 34.10%
sad: 6.32%
surprise: 0.00%
neutral: 57.90%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2464_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 0.01%
surprise: 0.21%
neutral: 99.79%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2465_aligned.jpg,neutral,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.59%
disgust: 0.00%
fear: 0.01%
happy: 0.00%
sad: 0.55%
surprise: 0.00%
neutral: 98.85%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2466_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.02%
disgust: 0.00%
fear: 0.05%
happy: 0.03%
sad: 0.04%
surprise: 0.00%
neutral: 99.87%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2467_aligned.jpg,neutral,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.17%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 0.01%
surprise: 0.00%
neutral: 99.82%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2468_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 96.26%
disgust: 0.01%
fear: 0.49%
happy: 0.02%
sad: 1.04%
surprise: 0.07%
neutral: 2.11%

Dominant emotion: angry",angry
neutral,all_test\neutral\test_test_2469_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.64%
disgust: 0.00%
fear: 0.86%
happy: 0.17%
sad: 0.28%
surprise: 0.17%
neutral: 97.88%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2470_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 4.32%
disgust: 0.00%
fear: 0.59%
happy: 0.00%
sad: 3.41%
surprise: 0.00%
neutral: 91.68%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2471_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.01%
happy: 0.00%
sad: 0.18%
surprise: 0.00%
neutral: 99.81%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2472_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.23%
disgust: 0.00%
fear: 0.19%
happy: 0.00%
sad: 0.00%
surprise: 0.35%
neutral: 99.23%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2473_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.01%
disgust: 0.00%
fear: 0.81%
happy: 0.04%
sad: 95.57%
surprise: 0.00%
neutral: 3.57%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2474_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 5.48%
disgust: 0.00%
fear: 82.13%
happy: 6.19%
sad: 0.16%
surprise: 6.03%
neutral: 0.00%

Dominant emotion: fear",fear
neutral,all_test\neutral\test_test_2475_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 20.01%
disgust: 0.00%
fear: 7.06%
happy: 0.72%
sad: 62.05%
surprise: 0.04%
neutral: 10.12%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2476_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 17.03%
disgust: 0.00%
fear: 0.58%
happy: 0.02%
sad: 3.44%
surprise: 0.00%
neutral: 78.92%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2477_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.22%
disgust: 0.00%
fear: 27.35%
happy: 1.03%
sad: 44.94%
surprise: 0.00%
neutral: 26.46%

Dominant emotion: sad",sad
neutral,all_test\neutral\test_test_2478_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.03%
happy: 0.39%
sad: 8.66%
surprise: 0.28%
neutral: 90.63%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2479_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 57.35%
disgust: 1.17%
fear: 6.40%
happy: 0.01%
sad: 27.02%
surprise: 0.00%
neutral: 8.04%

Dominant emotion: angry",angry
neutral,all_test\neutral\test_test_2480_aligned.jpg,neutral,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 0.02%
disgust: 0.00%
fear: 0.69%
happy: 82.60%
sad: 0.01%
surprise: 2.04%
neutral: 14.63%

Dominant emotion: happy",happy
neutral,all_test\neutral\test_test_2481_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.00%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 0.00%
surprise: 0.00%
neutral: 99.99%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2482_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 4.24%
disgust: 0.00%
fear: 0.11%
happy: 2.16%
sad: 7.10%
surprise: 0.00%
neutral: 86.38%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2483_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 17.86%
disgust: 0.00%
fear: 4.86%
happy: 0.01%
sad: 19.89%
surprise: 0.02%
neutral: 57.36%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2484_aligned.jpg,neutral,deepface,0.03,"DeepFace multiple emotion probabilities:
angry: 0.03%
disgust: 0.00%
fear: 7.41%
happy: 1.35%
sad: 0.54%
surprise: 0.00%
neutral: 90.67%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2485_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 46.94%
disgust: 0.00%
fear: 0.00%
happy: 32.61%
sad: 0.06%
surprise: 0.00%
neutral: 20.39%

Dominant emotion: angry",angry
neutral,all_test\neutral\test_test_2486_aligned.jpg,neutral,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 0.04%
disgust: 0.00%
fear: 0.00%
happy: 80.81%
sad: 0.65%
surprise: 0.00%
neutral: 18.50%

Dominant emotion: happy",happy
neutral,all_test\neutral\test_test_2487_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 0.18%
disgust: 0.00%
fear: 0.86%
happy: 28.58%
sad: 0.44%
surprise: 0.10%
neutral: 69.85%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2488_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 1.57%
disgust: 0.00%
fear: 0.00%
happy: 0.00%
sad: 4.02%
surprise: 0.00%
neutral: 94.41%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2489_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 4.84%
disgust: 0.00%
fear: 0.42%
happy: 0.07%
sad: 11.63%
surprise: 0.01%
neutral: 83.03%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2490_aligned.jpg,neutral,deepface,0.02,"DeepFace multiple emotion probabilities:
angry: 1.07%
disgust: 0.00%
fear: 0.47%
happy: 0.09%
sad: 3.21%
surprise: 0.01%
neutral: 95.15%

Dominant emotion: neutral",neutral
neutral,all_test\neutral\test_test_2491_aligned.jpg,neutral,deepface,0.01,"DeepFace multiple emotion probabilities:
angry: 84.99%
disgust: 0.00%
fear: 0.37%
happy: 0.47%
sad: 14.05%
surprise: 0.00%
neutral: 0.13%

Dominant emotion: angry",angry
